,Date,User,Tweet,Emotion
4141,2019-03-26 11:13:15+00:00,vinay7007reddy,@narendramodi @AmitShah looking for chowkidars for my home 15000Rs salary. Hope @RahulGandhi can suggest good chowkidars .                   #ChowkidarDebate #AmitShah #RahulGandhi #BJP #inc  @TimesNow @republic @ndtv,pos
4142,2019-03-26 10:41:15+00:00,KenSunny_,"@Akshay_racing @BJP4India Bro, Rahul Gandhi is not my PM.  Hence, i am least bothered about what he is saying now. He is not holding a responsible position in Government of India till now.

#NarendraModi is my PM and hence  i cannot keep aside what he and his party has promised.",neg
4143,2019-03-26 10:15:07+00:00,dibyendumondal,Sheila Dixit shifts the onus of @AamAadmiParty and @INCIndia alliance to @RahulGandhi 's court. Now it seems the alliance is a possibility and would immensely benefit the AAP and keep BJP much away in the National Capital. #LokSabhaElections2019,pos
4144,2019-03-26 10:10:06+00:00,nobody_sober,"@rishibagree Rahul gandhi promised comedy for all
He delivered...

Sonia gandhi promised chutyapa
She delivered...

Priyanka Gandhi promised robert vadra
She herself delivered him to ED..

what else u want... #LokSabhaElections2019 #ModiOnceMore #ModiBest #ModiFor2019 #CongressMuktBharat",pos
4145,2019-03-26 10:02:55+00:00,CTRavi_BJP,"In #LokSabhaElections2019 Vote:
- CONgress because Rahul Gandhi promises the Moon.
- JD (S) since Devegowda &amp; Family shed tears.
- Mayawati because of her Caste.
- Mamata since she pampers to Muslims.

VOTE PM @narendramodi as He has delivered on His promise to build #NewIndia.",pos
4146,2019-03-26 09:54:47+00:00,tok2kamya,"#sheilaDikshit backs Rahul Rahul Gandhi's '2019 Cash Promise'.
#RahulKaJumla #RahulGandhi #Delhi is #AAP -#Congress alliance on the cards?",neg
4147,2019-03-26 09:54:41+00:00,rameshp80,"@manakgupta #raga #PMO #ChowkidarNarendraModi Rahul ji has planned 36 lac Crore Rs. Per annum Before election... Wah kya gajab ki durdrushti hai...
Tax payer will now pay tax for making poor sit at home rather than working #RahulGandhi",neg
4148,2019-03-26 09:54:41+00:00,iamTapanPandya,"@RahulGandhi #Congress is not going to win the #LokSabhaElections2019 only then what will u give man ? Stop wasting time instead pack your backs you all and shift to Italy or Pakistan wher u wil feel more confortable 🙏😃

#NamoAgain #WeWantChowkidar #VoteKar #BJP #India #AbkiBarFirModiSarkar",neg
4149,2019-03-26 09:51:20+00:00,Resistance_ohm,@ANINewsUP WTF where is Rahul Gandhi in this list? #LokSabhaElections2019,neg
4150,2019-03-26 09:29:20+00:00,sethdevesh,"@RahulGandhi Promise to bring back #F1 in INDIA, I assure my vote to #INC 

(A message from all the #F1 fan fraternity in India)

#BeTheChange #Elections2019",pos
4151,2019-03-26 08:46:30+00:00,bubblesmoney,"@Kaalateetham @INCIndia Pappu is promising 14% of GDP as #freebies to win 2019 elections. This so called fake Gandhi #RahulGandhi instead of making people competent with skills, is making them useless, incompetent with a dead promise of freebies (which never would see the light)",neg
4152,2019-03-26 08:41:40+00:00,UdayRajSinghBo1,"Rahul Gandhi holds 4(Four) Passports: 1 England, 1 Italy &amp; 2 Indian Passports--Dr. Subramanyam Swamy
EC is taking any steps? This is nonsensical.
@narendramodi @Republic_Bharat @htTweets @nytimes #LokSabhaElections2019 #Vote4Nation #Nationfirst @CommissionIndia",neg
4153,2019-03-26 08:36:58+00:00,v_j1983,"The Congress in Kerala has proposed AICC president @RahulGandhi name for Wayanad Lok Sabha seat. 
I wish BJP should name @SunnyLeone as star campaigner for them in Kerala. 
Would be great battle to watch.
@narendramodi #LokSabhaElections2019 #MeinBhiChowkidar",pos
4154,2019-03-26 08:26:23+00:00,kumardurgesh262,"@RahulGandhi Sir, I pray to you as a #BigBrother &amp; join #Hands with you that I want to leave the #BJP &amp; come to #Congress.Please join us in your #Party,Sir #LokSabhaElection is near by 2019 &amp; I also want to work hard with you in this #Election.I Request you.
Shri @RahulGandhi JI",pos
4155,2019-03-26 08:14:12+00:00,samirnewsmaker,as per #shanawazhussain of #bjp  the  sole moto theirs is to ensure #narendramodi wins he never once said #bjp wins looks like party does not exist @divyaspandana @RahulGandhi,neg
4156,2019-03-26 08:14:02+00:00,AshokeRattan,Real AAUKAAT of @RahulGandhi shown by @ArvindKejriwal. Delhiites pray for #INC #AAP Alliance. Rahul’s alliance with @yadavakhilesh finished him in UP. This is most effective way to show EXIT to AK47 from Delhi,pos
4157,2019-03-26 08:03:40+00:00,sanjaybose512,There's a difference between #RahulGandhi and #Modi where the #media is concerned.  Rahul is always seen addressing the media while the media is seen addressing Modi...! #Elections2019,pos
4158,2019-03-26 07:59:48+00:00,Cdhar7,"@Ra_THORe @RahulGandhi @BJP4India @BJP4Rajasthan @INCIndia People of India want answer from #BJP why they hates poor, cheated on 2014 poll promises and kept the  society under siege?",neg
4159,2019-03-26 07:55:47+00:00,rc_110490,"@RahulGandhi Political game started😡

#congress fail
#bjp fail",neg
4160,2019-03-26 07:52:02+00:00,tweetsbydivyu,"It's almost March end. 

Rahul Gandhi is talking about the future of the country ,#MinimumIncomeGuarantee  and health care for all.

And 

Modi is taking about #MainBhiChowkidar and selling Namo Again tshirts on twitter dot com. 

LEVELS. 

#NYAY #BJP #Congress",neg
4161,2019-03-26 07:51:18+00:00,papaka_paraa,"What do you want?
Congress or Progress?
#TuesdayMotivation #TuesdayThoughts #Election2019 #Poll #BJP #congress @PMOIndia @narendramodi @AmitShah @RahulGandhi @priyankagandhi @ArnabGoswamiRtv #amitbhadana #AhanShetty #Mankading",pos
4162,2019-03-26 07:48:36+00:00,anandji72,"@JhaSanjay 1. You are a ballet dancer
2. PC is the best finance Minister
3. Rahul is a patriot.

#LoksabhaElections2019
#MinimumIncomeGuarantee
#CongIncomePromise",pos
4163,2019-03-26 07:41:44+00:00,ObergAdmn,"Wonder how Rahul Gandhi is planning to balance the budget. If giving away 18 lakh crore (25 cross poor x 76000) out of 25 lakh crore to poors. Is he planning to increase taxes or will he fund from his own resources?? 
#LokSabhaElections2019 
#VoteKar 
#Elections2019",neg
4164,2019-03-26 07:40:02+00:00,Nehajinauthor,"After hearing Rahul Gandhi's dhamaka offer for eradicating poverty, I really feel he is just like an elopathic medicine giving instant solution with multiple side effects.
#Elections #RahulGandhi #crazy #poverty",neg
4165,2019-03-26 07:09:34+00:00,Tarun_Dutt16,"@debate2050 @RajivKumar1 @ShekharGupta @sagarikaghose @BDUTT @abhisar_sharma @RahulGandhi #RahulGandhi has not calculated how to arrange huge money but calculated how to win elections?  about 13 per cent of Rs 27,84,200 crore budgeted expenditure for the current fiscal and slightly more than the entire money Modi govt. has allocated for centrally sponsored schemes",pos
4166,2019-03-26 07:07:58+00:00,CTRavi_BJP,"India has a choice in the #LoksabhaElections2019 :

- PM @narendramodi who has delivered on His Promises.

- Dynast @RahulGandhi whose family has promised since 1947 but failed to deliver.

#MainBhiChowkidar",pos
4167,2019-03-26 07:06:51+00:00,Rakeshjeeinc,"In the #Modi age a big industry that has emerged is this ubiquitous bunch of “ independent experts” on TV, shameless morons available on hire, totally clueless on facts, but made to skew debates in #BJP’s favour through loudmouth rhetoric. It is fun calling them out @RahulGandhi",neg
4168,2019-03-26 07:05:56+00:00,nishasingh_16,"#ModiBest
Difference between 'youth' leaders of BJP and INC.
@RahulGandhi 
-48 years old
-Dynast
-Out on Bail
@Tejasvi_Surya 
-28 years old
-Self made Politician and lawyer
-Fiery orator and a dedicated Karmasevak #BJP @BJP4India #RahulKaJumla #ModiOnceMore",pos
4169,2019-03-26 06:40:53+00:00,SM_Bishnoi,"Big, Big Breaking - 12 Independent MLA will join Congress Party in the presence of Rahul Gandhi, today. 
#LokSabhaElections2019",pos
4170,2019-03-26 06:35:51+00:00,SWADESHRMOHANTY,"@NewsNationTV @Swamy39 @_Kumar_Ajay @RahulGandhi ☑️ he also rightly said this !! 
It's showing most disciplined and democratic way of functioning of #BJP !!",pos
4171,2019-03-26 06:30:48+00:00,ankit_kh07,"@RahulGandhi The latest announcement of Cong if tested on simple arithmetic then ₹72,000 is less than 2/3rd of the existing DBT under Modi government, which averages ₹1.068 lakh annually. So what is being claimed by the Congress Party - A bluff announcement.
#GaribiHataoSham
#RahulGandhi",neg
4172,2019-03-26 05:45:12+00:00,anshul_mittal_,People who took crores of money in scams and made India so poor are doing a new scam of 72k for poor! I hope this money is not deposited in gandhi vadra bank accounts only #RahulKaJumla #NamoAgain #Bjp #CongressScam #BadaHogaRupaiyaa @narendramodi @AmitShah,neg
4173,2019-03-26 05:29:40+00:00,always_samba,Will Rahul Gandhi win his own MP seat against Smriti Irani from UP in 2019 elections? #RahulGandhi #AMETI #smritiirani #BJP #Congress #VOTEFORNATION #NewsAlert,pos
4174,2019-03-26 05:27:15+00:00,dishagwalani,@INCIndia well I got a suggestion from many people so I would like to share....if Congress wants to win 1st remove papu oops! I mean Rahul n then I think they might have a chance of winning...#BJP,neg
4175,2019-03-26 05:21:24+00:00,RTwisTIC,@RahulGandhi This is a game changer 4m #RahulGandhi #Congress..humari kuch aalsi kamchor junta ka vote swing to pakka hai ..#LokSabhaElections2019 r goin 2 b very tough 4 #ModiFor2019 #BJP,pos
4176,2019-03-26 05:18:01+00:00,ShreGaurav,"@RahulGandhi 's #Nyay  schemes may b same as #basicstructureofconstitution concept.
As,till date it's nt defined dt wht s basic structure of cons,lly rahul has nt stated category/indices of poor  in their 20% category.

#Jumla hai bs #Jumla 
#LokSabhaElections2019 
#Sochkvotekre",neg
4177,2019-03-26 04:58:25+00:00,Imabhijit_IND,"From 1971 to 2014 Congress party still say ""गरीबी हटाओ"". Again they start ""गरीबी हटाओ"" in 2019 elections. But poor was end in one family that is Gandhi family. Now all citizens was understand what is the police of #Congress party when elections is came. 
#LokSabhaElections2019",neg
4178,2019-03-26 04:43:16+00:00,manali_1990,@drshamamohd @RahulGandhi This funding comes from this Gandhi family.. They looted India before indipendence... They r fruad looters n hypo... India could b a better place if #bjp gov was there before at a place of congress.. 😑,pos
4179,2019-03-26 04:39:20+00:00,VKr_Tweet,"@OmarAbdullah @RahulGandhi What does ""whatever the merit/demerit"" mean. This lax attitude of scoring political points without a thought through schemes has put the entire country in mess both by #BJP and #congress all these years. Grow up beyond politics.",neg
4180,2019-03-26 04:31:39+00:00,Bhakti_VH,"You guys need to chill out. Rahul Gandhi is only thinking about the good for the poor. A Rs 3.6 lakh crore scheme is not a huge deal for Congress to implement. They're going to pay for it from their pockets. Itne scams isi din ke liye toh kiye the.
#GaribiHataoSham #RahulGandhi",neg
4181,2019-03-26 04:15:15+00:00,Bhakti_VH,"Remember Indians, any news site that has supported Rahul Gandhi's minimum income guarantee or has written articles on how the scheme is doable shouldn't be referred to form opinions before voting this election season.
#MinimumIncomeGuarantee #LokSabhaElections2019",neg
4182,2019-03-26 04:13:07+00:00,Sujay_Langthasa,"●Pakistanis want Mr. Rahul Gandhi to be the next PM.

●We Indians want PM Modi Ji to continue his Office. 

Farq saaf hai. 
#LokSabhaElections2019",neg
4183,2019-03-26 04:11:31+00:00,KarthikThiru126,"#LokSabhaElections2019 

@narendramodi - Gets blessings from Bharat Mata &amp; 130 Cr Indians

@RahulGandhi - Gets blessings &amp; advise from Pakistan PM, ISI &amp; Pak Army

@AmitShah @BJP4India @rammadhavbjp @PiyushGoyal @BJP4TamilNadu @blsanthosh @CTRavi_BJP",pos
4184,2019-03-26 04:10:14+00:00,Sujay_Langthasa,"In the name of #GaribiHatao, generations of Gandhi family became filthy rich.  Where does the money go, tell the country. 
#LokSabhaElections2019",pos
4185,2019-03-26 04:10:03+00:00,Bhakti_VH,"The biggest threat to Rahul Gandhi is

Rahul Gandhi.

#MinimumIncomeGuarantee #RahulGandhi",neg
4186,2019-03-26 04:09:14+00:00,salil_desai,@RahulGandhi You should give credit to @narendramodi.. Atleast you stopped naming schemes after Gandhis and Politicians #Nyay #VoteKar #BJP,neg
4187,2019-03-26 04:07:31+00:00,KALEEMPKM,"@narendramodi177 @RahulGandhi @BJPFails_ @BJP4India @smritiirani #BJP420Party

Those who has income less than 12k/m is considered below proverty and will be given 6k/m.  i.e., 72/y.

 #BJP Plz do not get Ur #DuplicateDegree validated by @smritiirani 

All #Chowkidar get ready with #BPLBJP certificate 2avail #NyayForIndia 

#NyayForIndia 😍",neg
4188,2019-03-26 03:48:50+00:00,purohitvaibhav,Big former minister of Raje Govt Ghanshyam Tiwari likely to join Congress today in Presence of CP Rahul Gandhi in Jaipur #LokSabhaElections2019,pos
4189,2019-03-26 03:47:58+00:00,ThinkNeha,"@OmarAbdullah @RahulGandhi Will you just keep on harping about #BJP and #NarendraModi ! Don’t you have any other motive, for example making and implementing schemes for development of India?? Pathetic! #ModiTransformsBharat and what do you do- Fill your own pockets!!",neg
4190,2019-03-26 03:47:24+00:00,CoolRahulBajaj,"@srivatsayb @RahulGandhi #LokSabhaElections2019 
#BluffMasterRahulGandhi 
It would be an emergency for Tax Payers if he comes in Power,
An accidental Prime Minister
Rahul Gandhi",neg
4191,2019-03-26 03:25:44+00:00,RaviTha83106886,@RahulGandhi We have trust in our #NarendraModi that Modi Government will make us that capable that we will earn Rs.72000 per month..we dont want anything free.,neg
4192,2019-03-26 03:23:24+00:00,navakumar15,Does Rahul have a vision for tomorrow's India #RahulGandhi,pos
4193,2019-03-26 03:23:10+00:00,Ayanalysis,@SomenMitraINC @INCWestBengal @INCIndia @RahulGandhi Why congratulate..? Instead of congratulating.. start the work..already without alliance ..clearly votes will be divided &amp; will benefit Modi #LokSabhaElections2019,neg
4194,2019-03-26 03:01:56+00:00,aaravkhasyap,"Ironically, every party are saying the same dialog while campaigning for #LokSabhaElections2019 
""Agar Congress ko vote doge to Rahul Gandhi Prime Minister banega""
#LokSabhaElections2019 
#NarendraModi 
#RahulGandhi 
#AmethiKaBahubali",neg
4195,2019-03-26 02:51:19+00:00,newsjockey,"@narendramodi 's agenda is development, while @RahulGandhi along with other dynast opposition leaders agenda is to remove Modi. #VoteKar to keep Modi in power for the next 20 years,  @AmitShah #indianelections #Elections2019 #BJP #CongressPakistanUnited #AbkiBaarPhirModiSarkar",neg
4196,2019-03-26 02:09:06+00:00,ppareek8837,"@RahulGandhi you are purchasing votes for ₹72000/-
Why don't you speak something which shows how can u develop your country.. Every time yur speech has something related to money. don't b so money minded Mr Rahul #INC. b social.What change wil u bring to Develop Nation,to Make India stronger",neg
4197,2019-03-26 01:18:43+00:00,Dewal1984,@RoflGandhi_ @RahulGandhi embryonic development story by great artist #BJP #NarendraModi,pos
4198,2019-03-26 01:17:06+00:00,iamNinJaBrother,"Temple . The first belong to @BJP4India meaning there by  The Priest of  first Lord Shiva Temple is #BJP supporter . Rahul jee went there , offered milk, water, flowers and Prasad on Shiva Ling . After performing the worship, he asked the Priest according to his nature ,1/2",pos
4199,2019-03-26 00:08:30+00:00,nishantJosan,"Simple Math 20% of 136 cr Indian population= 27. 25 cr.

27.25 cr × 72000= 196 lakhs &amp; 20000 cr.!!!!!

And Central budget for 2020 is 29lakhs cr.

Is Rahul gone mad?
#LokSabhaElections2019
#CongIncomePromise
#CongBasicIncomeVow
#GaribiHataoSham",pos
4200,2019-03-25 23:39:03+00:00,manig16,"As a election promise, #RahulGandhi has announced a #MinimumIncomeGuarantee for 20% of the poorest families in India. Each of this  50 million family will receive Rs 72,000/year (~$1000). Basic income is tried out in few countries, but Rahul talks on a ginormous scale. #KarlMarx",neg
4201,2019-03-25 23:31:53+00:00,MrSaiRao,A habitual liar like Rahul Gandhi peddling lies to infuse some hope in his otherwise dis-illusioned supporters and Lutyens media. #RahulGandhi #RahulKaDhamaka #RahulGandhiPagalHai,neg
4202,2019-03-25 22:20:46+00:00,Princy_Aish,The people who are learning maths over Rahul Gandhi's minimum income scheme didn't even think in five years to multiply ₹15LxIndian Population. #LokSabhaElections2019,neg
4203,2019-03-25 21:27:51+00:00,Anwar2Shaikh,"#MinimumIncomeGuarantee @RahulGandhi  says #Congress will give Rs 72,000 per annum to the poorest 20% families if they come to power.
@INCIndia @BJP4India @INCMaharashtra @PriyaDutt_INC #LoksabhaElections2019 #IPL2019 #AppleEvent @AvinashBagwe",neg
4204,2019-03-25 21:26:33+00:00,bubblesmoney,"@LegalKant Pappu is promising 14% of GDP as #freebies to win 2019 elections. This so called fake Gandhi #RahulGandhi instead of making people competent with skills, is making them useless, incompetent with a dead promise of freebies (which never would see the light) 2019 elections.",neg
4205,2019-03-25 21:16:45+00:00,i_m_sm,"#congress #BJP
 another announcement by @RahulGandhi that ₹ 72000  per year to give poor family.

To better give money @RahulGandhi or @narendramodi_in @ChowkidarNAMO have to announcement of employment .
We don't need money without work ,we need when we have work(employment).",neg
4206,2019-03-25 20:47:08+00:00,ssrinivasanpers,"@RahulGandhi On a lighter note 5 Crore of the poorest families in India, will receive Rs.72000.00 per year if they survive five years of our ruling. #BJP for India.",neg
4207,2019-03-25 19:19:50+00:00,Raj_Ajay_Dubey,"“Give a man a fish and you feed him for a day” ~ Rahul

“Teach a man to fish and you feed him for a lifetime” ~ Modi 

Decision is up to you..
#LoksabhaElections2019",pos
4208,2019-03-25 18:50:17+00:00,niteshoza,Indira Gandhi also told on 1971 elections that wo is desh se garibi mitayegi.... Then @RahulGandhi was 7 months old only. And after removing Garibi of Gandhi Family #Rahul again stating Garibi hatao in #LokSabhaElections2019 @THESHUBHAMV,neg
4209,2019-03-25 18:19:46+00:00,LokeshSharma085,"@PrakashPnegi @JasumatiPatel @BJP4India Rather than initiating such lure, had if Rahul Gandhi promised to pushed/participate in PM Modi's make in India program, he would have got more publicity, popularity and affection from people #LokSabhaElections2019 #ModiOnceMore #NaMoAgain #WarkarModiSarkar #MainBhiChowkidar",neg
4210,2019-03-25 18:18:21+00:00,DEV143RAJPUT,"thanks to Sonia Gandhi for giving us India best dramebaaz and world best top class comedian Mr Rahul Gandhi we all are happy #ThankYouSoniaGandhi
#CongressKaBetaBachao 
#Congress
#RahulGandhi
#PMO
#NarendraModi
@RahulGandhi @narendramodi @INCIndia @BJPLive",pos
4211,2019-03-25 18:14:20+00:00,LakshadweepCon1,"@AipcFbd @milinddeora @RahulGandhi @ShashiTharoor @SalmanSoz @ProfCong @ameetasinh @DhillonVijay @szarita @INCIndia @saurabh666 @ashishdua_INC @AIPCMumbaiWest @AipcMumbaiNorth @AIPCMaha @aipcsouthmumbai @INCMumbai @AIPCPKD @aipckarnal @ProfCongHaryana @aipckolkata @RajAIPC Congrats.. 
Our best wishes.. 

March on All progressive forces..  
#LoksabhaElections2019 
#Vote4Congress 
#RG4PM 
#RG_Next_PM 
#RahulForBehtarBharat",pos
4212,2019-03-25 18:11:28+00:00,varunvats93,"#MinimumIncomeGuarantee I think Rahul Gandhi will distribute his crores of property.
Does he want the people to sit at homes and not to go for work???
Should he promise to provide better job opportunities to poor people??
#poorlittlechap #rahulgandhi",neg
4213,2019-03-25 17:51:10+00:00,meeeeeetpm,"@RahulGandhi No more #RahulGandhi 
No more #Congress 
No more #CongressInsultsIndia 
Just #BJP 
#HarHarModi 
#HarHarMahadev",neg
4214,2019-03-25 17:46:26+00:00,bharat_sms,"Rajiv Gandhi as Chowkidar: His charisma couldn’t make a dent in Kashmir problem. A large number of Indian youths couldn’t find jobs. India’s GDP didn’t grow much.
#RahulKaJumla #RahulGandhi #rahulkabaapdallahai",pos
4215,2019-03-25 17:36:38+00:00,bharathbunny27,"We are more nationalistic than the #BJP or the #Congress. When #Pulwama happened and Wing Commander Abhinandan was in captivity of Pakistan, our Chief Minister and our entire party suspended all political activity for a week but neither Rahul Gandhi or Narendra Modi suspended 1/2",neg
4216,2019-03-25 17:26:59+00:00,sumonseng,"@ndtv At least @INCIndia is remembering the poor , #BJP is thinking how to become Chowkidars of AA 
#MinimumIncomeGuarantee &amp; #NyayForIndia may become the game changer for the upcoming #Elections2019 ! 
@RahulGandhi is setting the agenda &amp; all the Chowkidars will be running after this.",pos
4217,2019-03-25 17:17:12+00:00,amrit2201,"#JantaMaafNahiKaregi #RahulGandhi Rahul wants to increase people who want free bees. Who will like to work if Rs 72000 PA is free 
1. Is this ur Employent policy?
2. How u will get this revenue? 
3. What Subsidies u will remove
4. What will be ur fiscal deficit 
5. Election stunt",neg
4218,2019-03-25 17:10:18+00:00,Bhakti_VH,"Paralympic champions praise NaMo
Cricketers praise NaMo
International leaders praise NaMo

Who praises Rahul Gandhi? 
Rahul Gandhi 🤦

#RahulForBehtarBharat #RahulGandhi",pos
4219,2019-03-25 17:05:19+00:00,Bhakti_VH,"Joke

Rahul Gandhi

Rahul Gandhi saying poorest 20% will get Rs 72000 annually as basic income.

#RahulGandhi
#MinimumIncomeGuarantee",neg
4220,2019-03-25 16:53:54+00:00,deepakmota1,#raga manifesto speech declaration yet again proves why this country has to bear up and render and pay so many #loans to wroldbanks and elsewhere... Rahul ji ISS #DESH KO KABIL BANAIYE ...#ADMARA NAHI... #LokSabhaElections2019,neg
4221,2019-03-25 16:46:27+00:00,SaintlyBeing,130 CAs are again coming together to write to Rahul Gandhi how bad economics his basic income policy is #BasicIncome #RahulGandhi,neg
4222,2019-03-25 16:41:10+00:00,LaxmikantKabra,"Dear @sudhirchaudhary ji, today’s #DNA on “Garibi Ka Glamour” &amp; “Garibi Vs Neta, Abhineta, Painter” was fabulous and delivered a perfect message to 130 cr Indians. I wish your message is conveyed to &amp; understood by @RahulGandhi and #INC  too. Truly very well researched DNA!!",pos
4223,2019-03-25 16:40:15+00:00,iHarishBhardwaj,"#welfareschemes in #india are quite ridiculous.. there are so many but with no results.. 

#NyayForIndia @INCIndia @RahulGandhi #congress

@BJP4India @narendramodi #bjp

#dbz_diary",neg
4224,2019-03-25 16:37:42+00:00,chatteejees,"#VoteKar

If in open PC Rahul Gandhi can ""Offer Money Against Votes"" Rs 72,000 who will guaranteed that in #LokSabhaElections2019 @INCIndia will not distribute Wine &amp; Cash to get Votes ?",neg
4225,2019-03-25 16:30:04+00:00,friendscongress,"By dropping a #MIG19 (#MinimumIncomeGuarantee2019), @RahulGandhi carried out a #SurgicalStrike against #BJP &amp; its anti-poor policies. Time to ask the #Bhakts - #HowIsTheJosh?",neg
4226,2019-03-25 16:01:58+00:00,soumils05,"@RahulGandhi How shameful 

Pls enlighten me how and from where will u source Rs 360,000 crores.

You @INCIndia idiots just encourage ppl NOT TO WORK and expect FREEBIES due to which India is laggard 

I will Support @BJP4India

#GaribiHataoSham 
#MinimumIncomeGuarantee 
#bjp",neg
4227,2019-03-25 15:57:16+00:00,veejil,"@muglikar_ @RahulGandhi BRAKING NEWS: Post 2019 #LokSabhaElections2019 Rahul switch his profession to Stand Up comedian.

#sources 
#Pappu420",neg
4228,2019-03-25 15:56:50+00:00,benn86,"#MinimumIncomeGuarantee  (part 2) If it would affect the fiscal deficit?

What does it show?
No one takes Modi's promises seriously (even his followers).
When Rahul promises everyone is taking note of it to see how it's viable... 
#minimumincome #RahulGandhi #election2019",pos
4229,2019-03-25 15:54:30+00:00,ivineetyadav,"48 years ago
Indira: गरीबी हटाओ
Today
Rahul: गरीबी मिटाओ

Why? Because Mr. @narendramodi didn't do anything so far in 5 years, only congress is capable to do this- by @RahulGandhi

#PhirSeGumrah #LokSabhaElections2019  #MinimumIncomeGuarantee",neg
4230,2019-03-25 15:51:13+00:00,multiplexstudox,"@ZeeNewsHindi In case when he is not able to give money so ???
Modi ji ne bhi tou yehi kehke satta leli thi , right now same agenda rahul sir is following .......!!!! Rahul sir get new  new agenda .#RahulGandhi #Congress #LIVE #zeenews",pos
4231,2019-03-25 15:48:23+00:00,ashwinners,@RahulGandhi Only one question to you if you answer this my vote is yours . Y didn’t you do this when you’re party was ruling.. when you were already given the power ..and if you’re answer is sorry .then I guess we have given you enough time now leave politics and leave India.. #congress #bjp,neg
4232,2019-03-25 15:47:08+00:00,RichieRego,"@BJP4India believes @RahulGandhi has learnt a lesson from the mother of all #jhoomla parties to bluff, the #BJP. Rs #72000",neg
4233,2019-03-25 15:36:51+00:00,GawadeAshwin,"@RahulGandhi Give our taxpayers money to all the poors of India so that they will remain Poor forever. And they will never go to schools , never hunt for employement, never help in progress of India. 🤘🏻👏🏻👏🏻 #NarendraModi #RahulGandhi #indianpolitics #BJP #congress #NCP",neg
4234,2019-03-25 15:33:27+00:00,EagleLav,"@nirala_jaswant @RahulGandhi Minimum 💰: 12k
Currently 🏘️ :- 6 k
So Govt will :- 12-6= 6 k

So Annually = 6k * 12 Month
                      = ₹ 72,000

#MinimumIncomeGuarantee 
#MinimumIncomeGurantee 
#RahulGandhi 
#BJP_भगाओ_देश_बचाओ 
#PoorPeoplesCampaign 
#Farmers 
#JaiHind 🇮🇳 #Congress",neg
4235,2019-03-25 15:02:14+00:00,Mahi_Siddiqui15,"Its fun to see desperation among top BJP Leaders...
After every Press Conference of @RahulGandhi they start bashing him, questioning him. 

Lol, if you Guys think he is Pappu no one will vote for him then why such desperation? 
#MinimumIncomeGuarantee
#LokSabhaElections2019",neg
4236,2019-03-25 14:55:49+00:00,SixthSenseInd,"@RituRathaur @RahulGandhi He wants to make poor people Bandhua Majdur of #congress. Most of the security guards, daily wage labours n rickshaw walas are #small farmers who are forced to work as labours because of #INC idiotic policy.",neg
4237,2019-03-25 14:49:19+00:00,sahildeshmukh_,"Rahul Gandhi announces a totally unpragmatic scheme, 12k/month income for poor, making it of a total 3.6 lakh crore rupees(2 % GDP), with no prior roadmap &amp; clarification on the data of no.of poor families. 
#LokSabhaElections2019 
#RahulKaJumla#BJP",neg
4238,2019-03-25 14:49:17+00:00,warrier_anjana,"@RahulGandhi Final? When were the rest of the assaults? 
It'll be an assault on the country's coffers &amp; money will go to middlemen, @INCIndia &amp; Gandhi family &amp; poor will remain poor
#LoksabhaElections2019 
#CongIncomePromise",neg
4239,2019-03-25 14:48:02+00:00,IPLgenius,"The Award for the most consistent cricketer of year goes to KL Rahul 
#IPL #KXIPvRR #KLRahul #RahulGandhi",pos
4240,2019-03-25 14:41:44+00:00,nirmooohi,@Kuptaan Depends which rahul it is 😀😀 #RahulGandhi,neg
4241,2019-03-25 14:24:47+00:00,BhushanAsks,"Coming soon!!!!

Rahul Gandhi going to launch ""Robert Vadra Land Acquisition Scheme"" 

Stay tuned... 

#LokSabhaElections2019 #ElectionsWithNews18 #BattleOf2019 
@SGhodgerikar @Marathi_Tweets @manakgupta",pos
4242,2019-03-25 14:20:36+00:00,BhushanAsks,"This is for Rahul Gandhi haters 😇

Rahul Gandhi going to fund his new scam by his own Swiss account. 

Otherwise Sonia Gandhi may resume her old job in Italy to fund this scam. 

#LokSabhaElections2019
#BattleOf2019 @Marathi_Tweets
  @SGhodgerikar",neg
4243,2019-03-25 14:17:00+00:00,sidharthsogani,"Days before the national election, Rahul Gandhi pulled out what he called a ""historic"" minimum income guarantee scheme assuring Rs. 72,000 a year for 20 per cent of India's poorest.
#Congress
#LoksabhaElections2019
#IndiaElects 
#RahulGandhi #Elections2019",neg
4244,2019-03-25 14:15:45+00:00,mygroupmanish,"#NyayForIndia
i pay #MyTax for developing india &amp; not to fulfill ambition of Idiots.
All tax payers support #MyTax4India

Fake Gandhi has no right to through it to fulfil his hope of being PM by free money or LoanMafi drives.
#LokSabhaElections2019
#ElectionsWithHT
@narendramodi",neg
4245,2019-03-25 14:14:33+00:00,rahulvatsa,"@rssurjewala @RahulGandhi ""Rahul n Randeep - the two thugs, 
Who politically bank corrupted the #congress "" 

A decade from now, elders will tell this story to kids, unless #PriyankaGandhi doesn't take over soon.

#LokSabhaElections2019 
#RahulForBehtarBharat 

#RahulKaJumla",neg
4246,2019-03-25 14:11:26+00:00,GeorgePoornima,@RahulGandhi Why another toffee Rahul? Why? #NyayForIndia #RahulGandhi,neg
